timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
266050813,266050672,-0.558563,0.015875136,-0.0066777654,0.8292833,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
266550811,266550671,-0.558356,0.001160153,-0.034066796,0.82890093,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
267050811,267050672,-0.5541338,-5.303445e-06,-0.032442484,0.8317952,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
267550812,267550671,-0.5618515,-0.00043205262,-0.026470743,0.82681435,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
268050819,268050671,-0.5656978,0.00086701254,-0.015858253,0.8244598,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
268550809,268550671,-0.5599836,0.017261252,-0.014961542,0.8281888,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
269050814,269050675,-0.5800295,-0.046731457,-0.066179164,0.81055677,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
269550810,269550671,-0.7151072,-0.002527615,-0.017443314,0.6987926,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
270050810,270050671,-0.85211146,0.021079225,-0.0009783425,0.5229348,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
270550812,270550671,-0.9560952,0.02857824,-0.005514493,0.29160756,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
271050807,271050671,-0.9989695,0.028995654,-0.013784028,0.032081246,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
272050808,272050671,-0.89865386,0.011527803,-0.01272995,-0.43832222,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
272550811,272550671,-0.7689927,0.005715293,-0.020228552,-0.63891184,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
273050808,273050671,-0.5885403,-0.0036316237,-0.016853964,-0.8082841,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
274050810,274050672,-0.16960177,-0.0017230515,-0.022072755,-0.98526406,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
274550810,274550671,0.07912517,-0.005159427,-0.014799375,-0.99674153,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
275050810,275050671,0.3369941,-0.005849833,-0.013083332,-0.9413977,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
275550809,275550671,0.57105047,-0.011221567,-0.0063191154,-0.82081395,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
276050814,276050671,0.74112767,-0.008077543,0.0029103162,-0.6713093,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
276550810,276550671,0.88529223,-0.0081222365,0.00063912256,-0.46496382,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
277050810,277050671,0.97322,-0.011236063,0.0030091177,-0.2295811,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
277550810,277550671,0.9986759,-0.003976385,0.0058990656,-0.050950162,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
278050814,278050674,0.99958116,0.003551511,0.023459539,-0.016574005,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
278550810,278550671,0.9989186,0.0059613218,0.02372023,-0.039540075,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
279050809,279050671,0.99821454,2.4365485e-05,0.01828931,-0.05686267,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
279550810,279550671,0.9982274,-0.0035975885,0.022030093,-0.05517161,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
280550810,280550671,0.99623275,-0.024236722,0.02558452,-0.0792367,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
281050812,281050671,0.9962204,-0.02767226,0.030940661,-0.076301895,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
281550809,281550671,0.9958103,-0.017450456,0.02736671,-0.085489616,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
282050807,282050671,0.99561745,-0.021815857,0.02759689,-0.08665172,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
282550807,282550671,0.99608374,-0.025116906,0.028474877,-0.07984714,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
283050812,283050671,0.9967182,-0.010197023,0.025435464,-0.07617042,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
283550809,283550671,0.99452955,-0.0150149185,0.026908848,-0.09980698,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
284050813,284050671,0.82561445,-0.011452342,0.03406424,-0.563089,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
284550810,284550671,0.6077418,-0.033483677,-0.011084825,-0.7933512,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
